285,cīdinithor,to include
286,cīdinithrus,inclusion
287,cīdinor,to invite
288,cīemior,to keep
289,cies,eye
290,ciesci,look
291,ciescor,to look
292,ciesīon,glass
293,cīhebon,impressive
294,cīhebor,to impress
295,cīhebos,impressed
296,cīhebrus,impression
297,cīhebus,imprint
298,cīhius,embryo
299,cīlor,to suck
300,cīmor,to insert
301,cīnicor,to incubate
302,cīnicōs,incubator
303,cīnicror,to move in
304,cīnīora,prisoner
305,cīnīos,prison
306,cīnirus,imprisonment
307,cīnirus,induction
308,cīnon,inductive
309,cinor,to show
310,cīnor,to imprison
311,cīnor,to induce
312,cinos,beautiful
313,cīnōs,inductor
314,ciom,goodbye
315,ciom xat,see you later / see you
316,ciomor,to say goodbye (informal)
317,cior,to see
318,cīperor,to immerse
319,cīperus,immersion
320,cīrōr,to impose
321,cīrorus,imposition
322,cīrōs,impostor
323,cirus,vision / view
324,cīscōror,to write
325,cīscōrōs,writer
326,cīscōrrus,writing
327,cīūnirus,information
328,cīūnor,to inform
329,cius,sight
330,cīvixor,to accept
331,clīor,man
332,clīoros,male
333,cluīvi,twig
334,cluīvīon,branch
335,clura,data
336,cluriu,database
337,cluthi,crime
338,cluthios,criminal (adjective)
339,cluthor,to commit a crime
340,cluthōs,criminal (noun)
341,cōd,seven
342,cōd carax,seven-hundred
343,cōd caraxis,seven-hundred times
344,cōd caraxos,seven-hundredth
345,cōd metī,seven-thousand
346,cōd metīis,seven-thousand times
347,cōd metīos,seven-thousandth
348,cōdax,seventy
349,cōdax ābris,seventy-eight times
350,cōdax ābro,seventy-eight
351,cōdax ābros,seventy-eighth
352,cōdax beī,seventy-six
353,cōdax beīis,seventy-six times
354,cōdax beīos,seventy-sixth
355,cōdax cōd,seventy-seven
356,cōdax cōdis,seventy-seven times
357,cōdax cōdos,seventy-seventh
358,cōdax īratis,seventy-one times
359,cōdax īratos,seventy-first
360,cōdax īura,seventy-nine
361,cōdax īuris,seventy-nine times
362,cōdax īuros,seventy-ninth
363,cōdax mis,seventy-three times
364,cōdax mo,seventy-three
365,cōdax mos,seventy-third
366,cōdax nō,seventy-one
367,cōdax pōma,seventy-five
368,cōdax pōmis,seventy-five times
369,cōdax pōmos,seventy-fifth
370,cōdax rax,seventy-two
371,cōdax raxis,seventy-two times
372,cōdax raxos,seventy-second
373,cōdax sēni,seventy-four
374,cōdax sēnios,seventy-fourth
375,cōdax sēnīs,seventy-four times
376,cōdaxis,seventy times
377,cōdaxos,seventieth
378,cōdis,seven times
379,cōdos,seventh
380,cohīon,amine
381,cohithi,stench / stink
382,cohithon,stinky
383,cohithor,to stink
384,cohon,ammonia
385,cohonos,amic
386,cohor,to smell
387,cōmax,seventeen
388,cōmaxis,seventeen times
389,cōmaxos,seventeenth
390,conni,smoke
391,connīon,smudge / dirt
392,connīonos,dirty
393,connira,mist
394,connīvi,vape
395,connor,to smoke
396,cranos,more
397,cratos,most
398,cuī,lack
399,cuī,so / such / like that
400,cuīni,need
401,cuīnios,needy
402,cuīnor,to need
403,cuīor,to lack
404,cuīos,few / little
405,cuīos,poor
406,culnor,to open
407,culvor,to break
408,culvus,piece
409,dana,key
410,dandros,crazy
411,danīollos,coastal
412,danīos,coast
413,danithor,to close
414,danithos,confines
415,danor,to bend
416,danos,bad
417,danus,back (noun)
418,dascor,to end / finish
419,dastos,flexible
420,dathra,limit
421,dathrascor,to limit
422,dathrascos,limited
423,dathrascrus,limitation
424,dathrīon,border
425,dathrīscor,to border
426,dathus,end
427,davos,carrier
428,des,car
429,dīos,here
430,doni,load
431,doniāmo,burden
432,doniāscor,to burden
433,donor,to load
434,dōnos,worse
435,dor,to carry / bear
436,dos,this
437,dostos,bearable
438,dothi,control
439,dothor,to control
440,dothōs,controller
441,dōtos,worst
442,dusia,now
443,ē,1st Person Singular (accusative)
444,ecri,dawn
445,ecrīllos,eastern
446,ecrios,early
447,ecrīos,east
448,ecror,to dawn
449,efica,forgery
450,efithor,to forge
451,efor,to melt
452,efrus,fusion
453,eīx,3rd Person Feminine / Neutral Singular (nominative)
454,eīxās,3rd Person Feminine / Neutral Singular (dative)
455,eīxe,3rd Person Feminine / Neutral Singular (ablative)
456,eīxe,3rd Person Feminine / Neutral Singular (instrumental)
457,eīxē,3rd Person Feminine / Neutral Singular (offerative)
458,eīxi,3rd Person Feminine / Neutral Singular (accusative)
459,eīxī,3rd Person Feminine / Neutral Singular (locative)
460,eīxu,3rd Person Feminine / Neutral Singular (genitive)
461,ela,air
462,elor,to blow
463,elōs,blower
464,emior,to hold
465,emios,sure
466,emis,okay
467,emivor,to ensure
468,emmernuor,to slow down
469,emmeron,slow
470,emmeror,to be slow
471,emmevon,drowsy
472,emmevor,to drowse
473,emmicon,future (adjective)
474,emmicor,to become
475,emminirus,observation
476,emminon,observant
477,emminor,to observe
478,emplici,interest
479,emplicor,to be interested
480,emplicthor,to check
481,emplior,to play
482,emplīos,casino
483,emplīvi,playground
484,emprātor,to read
485,emprātōs,reader
486,emprātrus,reading
487,empria,luck
488,empriai,maybe
489,emprios,lucky
490,emprithor,to fold
491,empror,to happen
492,emuor,to make sure
493,encādor,to hear
494,encāthon,obedient
495,encāthor,to obey
496,encelor,to evaporate
497,enciallos,robotic
498,encior,to serve
499,enciōs,robot
500,encitāmo,nightmare
501,encitia,balance
502,encitiascor,to balance
503,encitor,to weigh
504,encitos,heavy
505,encitus,weight
506,encuīor,to miss
507,endor,to bring
508,ēnellis,physically
509,ēnellos,physical
510,ēnes,body
511,ēnesīon,corporation
512,ēnesīonos,corporate
513,ēnesos,somatic
514,ēnet ais!,come on!
515,ēnon,existent
516,ēnor,to be / exist
517,enstavon,curious
518,enstavor,to learn
519,entunon,freezing
520,entunor,to freeze
521,entuon,cold (adjective)
522,entuor,to be cold
523,envelor,to relax
524,enves,ice
525,envesor,to engrave / record
526,envesos,icy
527,envixirus,behavior
528,envixor,to behave
529,envos,nice / cool
530,envumi,pulse
531,envumor,to pulse
532,ēpa,pain
533,ēpabis,painfully
534,ēpabos,painful
535,ēpasīos,painless
536,ēpi,harm
537,ēpia,sin
538,ēpiascor,to sin
539,ēpiascōs,sinner
540,ēpibos,harmful
541,ēpini,blame
542,ēpinor,to blame
543,ēpisīos,harmless
544,ēpithor,to suffer
545,ēpithos,sorry
546,ēpithrus,suffering
547,ēpor,to hurt
548,era,water
549,erāma,electronic
550,erāmafēcīscōrrus,electroencephalography
551,erāmo,energy
552,erāmora,electricity
553,erāmoros,electric
554,eres,money
555,eresiu,bank
556,erīon,liquid
557,erīonia,chemistry
558,erīonios,chemical
559,erīvos,humid
560,eron,current
561,eronuor,to update
562,eror,to flow
563,eros,wet
564,erros,fluid
565,erues,cloud
566,eruesos,cloudy
567,erui,rain
568,eruor,to rain
569,etia,life
570,etiāmos,young
571,etios,vital
572,etiūni,lifeform
573,etivōnia,biology
574,etivōnios,biological
575,eton,alive
576,etor,to live
577,ēvās,1st Person Singular (dative)
578,ēve,1st Person Singular (ablative)
579,ēve,1st Person Singular (instrumental)
580,ēvē,1st Person Singular (offerative)
581,ēvi,1st Person Singular (nominative)
582,ēvī,1st Person Singular (locative)
583,ēvu,1st Person Singular (genitive)
584,exāmos,bright
585,exāmuor,to brighten
586,exia,day
587,exiara,date
588,exnor,to clean
589,exnos,clean
590,exon,shiny
591,exona,metal
592,exonos,metallic
593,exor,to shine
594,exōs,ray
595,extor,to blind
596,extos,blind
597,feja,mind
598,fejabos,mindful
599,fejos,mental
600,feles,bomb
601,felescor,to bomb
602,felescrus,bombing
603,felirus,explosion
604,felon,explosive
605,felor,to blow out / explode
606,feor,to think
607,fēs,brain
608,fianor,to explore
609,ficulvor,to break out
610,fidinithon,exclusive
611,fidinithor,to exclude
612,fidinithrus,exclusion
613,fienciti,expense
614,fienciton,expensive
615,fiencitor,to spend / expend
616,fifei,commentary / comment
617,fifeor,to comment
618,fifoscor,to wear out
619,fihiunirus,evaluation
620,fihiunor,to evaluate
621,fihubon,expressive
622,fihubor,to express / print
623,fihubōs,printer
624,fihubrus,expression / printing
625,filumiros,evolutionary
626,filumirus,evolution
627,filumor,to evolve
628,fimecnīscor,to imitate
629,fimecnīscrus,imitation
630,fīna,escape
631,finastor,to abandon
632,finastrus,abandonment
633,finauthor,to disappear
634,finicni,exchange
635,finicnor,to exchange
636,finicror,to move out
637,fīnor,to escape
638,fīnor,to throw out
639,fīnus,trash / junk
640,fiperor,to emerge
641,fiperrus,emergence
642,firāti,choice
643,firātor,to choose
644,fīthon,imaginative
645,fithōr,to find out
646,fīthor,to imagine
647,fīthrus,imagination
648,fītor,to experience
649,fiuccaor,to accomplish
650,fiuccarus,accomplishment
651,fiveli,trigger
652,fivelor,to trigger
653,fivesor,to cut out
654,fivixor,to take out
655,fivumbror,to pull out
656,fixi,appearance
657,fixia,image
658,fixīon,comic book
659,fixor,to look like
660,fixus,trait
661,flacor,to erect
662,flacos,erect
663,flacrus,erection
664,flūnca,rebel (noun)
665,flūncos,rebel (adjective)
666,flūnor,to stand out
667,flūra,boss
668,flūscor,to rebel
669,flūscrus,rebellion
670,flūvi,head
671,flūvios,main
672,flūvīos,capital
673,flūviscor,to achieve
674,flūviscrus,achievement
675,fobisces,airplane
676,fobiscor,to fly
677,fobithor,to spread out
678,fobithus,wing
679,focra,egg
680,foma,clothing / clothes
681,fomi,web
682,fomīon,panel
683,fomīvi,filter
684,fomīviscor,to filter
685,fomīviscrus,filtration
686,fomor,to weave
687,fomus,screen
688,fonirus,education
689,fonon,educational
690,fonor,to educate
691,fonōs,educator
692,fornirus,exclamation
693,fornor,to exclaim
694,foscīvi,bird
695,foscor,to wear
696,fōthor,to emit
697,fōthrus,emission
698,frinor,to excuse
699,frōr,to expose
700,frorus,exposition
701,frūs,exposure
702,fūs,rate
703,hārāmos,alone
704,hārāncos,lonely
705,hāris,only / just
706,hārithor,to save
707,hārithos,safe
708,hārithōs,savior
709,hārnon,holy
710,hārnor,to heal
711,hārnos,sane
712,hāror,to be whole
713,hārros,whole
714,hārtos,pure
715,hārtuor,to purify
716,hārtuōs,purifier
717,hebithor,to crush
718,hebithos,pill
719,hebor,to press
720,hia,tree
721,hiara,wood
722,hiarca,penis / cock
723,hilira,savage
724,hilis,forest
725,hinīon,weed
726,hinor,to raise
727,hinvi,child
728,hinvia,childhood
729,hinvios,childish
730,hion,grass
731,hior,to grow
732,hiora,bush
733,hios,big
734,hiros,high
735,hīs,much
736,hiunithia,religion
737,hiunithiabis,religiously
738,hiunithiabos,religious
739,hiunithor,to worship
740,hiunor,to value
741,hiuror,to earn / deserve
742,hiurubos,profitable
743,hiurus,profit
744,hius,adult (noun)
745,hiuthon,brave
746,hiuthor,to be brave
747,hiva,cost
748,hivascor,to cost
749,hivi,worth
750,hivios,worthy
751,hivor,to be worth
752,hivos,adult (adjective)
753,i,of
754,īa,wealth
755,īabos,wealthy
756,ic,that
757,icī,beyond
758,icīos,there
759,icus,until
760,icusia,then
761,idres,gun
762,idrithes,machine gun
763,idrithor,to shoot with a machine gun
764,idror,to shoot
765,ifi,out / out of
766,ilitha,dummy
767,ilithon,silent
768,ilithor,to be silent
769,illa,butter
770,illīon,butyric
771,illos,soft
772,īllumbruor,to defend
773,īllumbrūs,defense
774,ilnor,to soften
775,ilor,to be soft
776,īn,against
777,inā,3rd Person Plural (nominative)
778,ināe,3rd Person Plural (ablative)
779,ināe,3rd Person Plural (instrumental)
780,ināē,3rd Person Plural (offerative)
781,ināex,3rd Person Paucal (ablative)
782,ināex,3rd Person Paucal (instrumental)
783,ināēx,3rd Person Paucal (offerative)
784,ināi,3rd Person Plural (accusative)
785,ināix,3rd Person Paucal (accusative)
786,inās,3rd Person Plural (dative)
787,ināx,3rd Person Paucal (dative)
788,ināx,3rd Person Paucal (nominative)
789,incios,kind / gentle
790,incira,species
791,incirascor,to specify
792,incirascrus,specification
793,inciris,specially
794,inciros,special
795,incis,kind / type
796,incīvi,baby
797,incor,to be born
798,incos,born
799,incus,birth
800,ines,box
801,inesiu,chest
802,īnhebon,oppressive
803,īnhebor,to oppress
804,īnhebos,oppressed
805,īnhebrus,oppression
806,inī,3rd Person Plural (locative)
807,īnithon,addictive
808,īnithor,to get addicted (to)
809,īnithos,addicted
810,īnithrus,addiction
811,inīx,3rd Person Paucal (locative)
812,innor,to give birth
813,innuos,natural
814,innus,nature
815,inō,3rd Person Plural (genitive)
816,inor,to throw
817,īnosirus,comparison
818,īnosor,to compare
819,inōx,3rd Person Paucal (genitive)
820,instos,capable
821,inus,problem / trouble
822,īr,for / before
823,īra,why / wherefore
824,īrāros,whyever / whysoever
825,īrat,from
826,īrata,front
827,īratāmos,primitive
828,īratascor,to confront
829,īratascrus,confrontation
830,īratincios,prototypical
831,īratincis,prototype
832,īratis,once
833,īrator,to be first
834,īratos,first
835,īratos,frontal
836,īravon,dopamine
837,īrdos,herefore
838,īrendor ,to edit
839,īrendrus ,edition 
840,īrēnon,present
841,īrēnor,to be present
842,īrernirus,proclamation
843,īrernor,to proclaim
844,īri,in front of
845,īric,therefore
846,īrincos,twin
847,īrini,trial
848,īrinirus,production
849,īrinon,productive
850,īrinor,to produce
851,īrinor,to try
852,īrinōs,producer
853,īrinus,product
854,īrior,to forbid
855,īrios,forbidden
856,īrīos,at the same place
857,īrīrnos,somewhy / for some reason
858,īrnios,someone / somebody
859,īrnīos,somewhere
860,īrnirus,simulation
861,īrnor,to simulate
862,īrnos,some
863,īrnōs,simulator
864,īrnōs miosiu,sex simulator
865,īrnuīos,somehow
866,īrnuor,to proceed
867,īrnūs,process
868,īrnusia,sometime / somewhen
869,īror,to be equal
870,īros,same
871,īrōthon,promising
872,īrōthor,to promise / swear
873,īrōthrus,promise
874,īrprios,elsewise / in contrary
875,īrrēis,on purpose / deliberately
876,īrrēos,deliberate
877,īrroi,purpose
878,īrrōr,to propose
879,īrrorus,proposition
880,īrros,equal
881,īrrumirus,preparation
882,īrrumor,to prepare
883,īrrumos,ready
884,īrrūs,proposal
885,īrsī,not at all / little / nohow / not in the least / nowise
886,īrthosīos,shop
887,īrthosīos,shop
888,īrthosor,to sell
889,īrusia,at the same time
890,īrvīos,in the same way
891,īthor,to have to / must
892,īura,nine
893,īura carax,nine-hundred
894,īura caraxis,nine-hundred times
895,īura caraxos,nine-hundredth
896,īura metī,nine-thousand
897,īura metīis,nine-thousand times
898,īura metīos,nine-thousandth
899,īuramax,nineteen
900,īuramaxis,nineteen times
901,īuramaxos,nineteenth
902,īurax,ninety
903,īurax ābris,ninety-eight times
904,īurax ābro,ninety-eight
905,īurax ābros,ninety-eighth
906,īurax beī,ninety-six
907,īurax beīis,ninety-six times
908,īurax beīos,ninety-sixth
909,īurax cōd,ninety-seven
910,īurax cōdis,ninety-seven times
911,īurax cōdos,ninety-seventh
912,īurax īratis,ninety-one times
913,īurax īratos,ninety-first
914,īurax īura,ninety-nine
915,īurax īuris,ninety-nine times
916,īurax īuros,ninety-ninth
917,īurax mis,ninety-three times
918,īurax mo,ninety-three
919,īurax mos,ninety-third
920,īurax nō,ninety-one
921,īurax pōma,ninety-five
922,īurax pōmis,ninety-five times
923,īurax pōmos,ninety-fifth
924,īurax rax,ninety-two
925,īurax raxis,ninety-two times
926,īurax raxos,ninety-second
927,īurax sēni,ninety-four
928,īurax sēnios,ninety-fourth
929,īurax sēnīs,ninety-four times
930,īuraxis,ninety times
931,īuraxos,ninetieth
932,īuris,nine times
933,īuros,ninth
934,īx,3rd Person Masculine / Neutral Singular (nominative)
935,īxās,3rd Person Masculine / Neutral Singular (dative)
936,īxe,3rd Person Masculine / Neutral Singular (ablative)
937,īxe,3rd Person Masculine / Neutral Singular (instrumental)
938,īxē,3rd Person Masculine / Neutral Singular (offerative)
939,īxi,3rd Person Masculine / Neutral Singular (accusative)
940,īxī,3rd Person Masculine / Neutral Singular (locative)
941,īxu,3rd Person Masculine / Neutral Singular (genitive)
942,jadror,to follow
943,jadrus,consequence
944,jala,lie
945,jalāmo,evil (noun)
946,jalāmos,evil (adjective)
947,jalithor,to deceive
948,jalithos,deceitful
949,jalithus,deceit
950,jalor,to lie (tell a lie)
951,jalōs,liar
952,jalthos,dupe
953,janor,to seek
954,jor,to have
955,josa,parent
956,josallos,social
957,josca,counterfeit
958,josni,match
959,josnor,to match
960,josor,to pair
961,josōs,partner
962,jostos,able
963,jostra,similar
964,jostraca,facsimile
965,ju,with
966,ju,yeah (informal)
967,juccais,completely
968,juccāmuor,to condensate
969,juccāmurus,condensation
970,juccaor,to complete
971,juccaos,complete
972,juccī,within
973,jucculvi,collapse
974,jucculvor,to collapse
975,judinithon,conclusive
976,judinithor,to conclude
977,judinithrus,conclusion
978,juffeor,to consider
979,jufferus,consideration
980,juhhebon,compressive
981,juhhebor,to compress
982,juhhebrus,compression
983,jullides,instrument
984,jullidesos,instrumental
985,jullidor,to build
986,jullidus,building
987,jullinithor,to conquer
988,julllicor,to correct
989,julllicos,correct
990,julllicrus,correction
991,jullūni,system
992,jullūnios,systematic
993,jullūnor,to stand with
994,junnauthor,to consume
995,junnauthōs,consumer
996,junnauthrus,consumption
997,junnūni,contact
998,junnūnor,to contact
999,juppathor,to connect
1000,juppathrus,connection
1001,jūsīon,apartment
1002,jūson,common
1003,jūsoscor,to communicate
1004,jūsoscrus,communication
1005,jusseli,company
1006,jusselor,to accompany
1007,jutharvor,to comprehend
1008,juthefon,confusing
1009,juthefor,to confuse
1010,juthefos,confused
1011,juthefrus,confusion
1012,juthefus,alloy
1013,juthemprithor,to complicate
1014,juthemprithos,complicated
1015,juthēnon,consistent
1016,juthēnor,to consist
1017,jutheron,competitive
1018,jutherona,competitivity
1019,jutheror,to compete
1020,jutheror,to harmonize
1021,jutherōs,competitor
1022,jutherrus,competition
1023,juthinirus,conduction
1024,juthinon,conductive
1025,juthinor,to conduct
1026,juthinōs,conductor
1027,juthor,to contain
1028,juthōs,container
1029,juthosor,to buy
1030,juthōthor,to commit
1031,juthōthrus,commitment
1032,juthramnor,to work together
1033,juthramnōs,fellow
1034,juthrāton,collective
1035,juthrātor,to collect
1036,juthrātōs,collector
1037,juthrātrus,collection
1038,juthrōn,component
1039,juthrōr,to compose
1040,juthubascar,to concentrate
1041,juthubascrus,concentration
1042,juthūnirus,conformation
1043,juthūnor,to conform
1044,juthus,content
1045,juvelis,tribe
1046,juvelos,tribal
1047,juvēruor,to confirm
1048,juvēruōs,confirmation
1049,juvescor,to participate / take part
1050,juvescrus,participation
1051,juvesīvi,particle
1052,juvesīvios,particular
1053,juvesīvīs,particularly
1054,juvesor,to share
1055,juvesus,part
1056,juvevīon,correspondent
1057,juvevīor,to correspond
1058,juvī,yes
1059,juvīcnon,confident
1060,juvīcnor,to confide / entrust
1061,juvīuscor,to agree
1062,juvīuscrus,agreement
1063,juvumbror,to contract
1064,juvumbrus,contraction
1065,lacor,to straighten
1066,lacos,right (adjective)
1067,lacror,to set up
1068,lacthi,norm / rule
1069,lacthios,normal
1070,lacthīs,normally
1071,lacthōīos,district
1072,lacthor,to rule
1073,lacthōs,ruler
1074,lacus,right (noun)
1075,lada,wall
1076,ladāmos,skyscraper
1077,lador,to pile up
1078,ladri,lust
1079,ladribos,lustful
1080,ladror,to lust after
1081,ladus,column / pillar
1082,lambria,environment
1083,lambrios,environmental
1084,lambris,around
1085,lambros,round
1086,lambrues,fence
1087,lambrui,circumference
1088,lambruor,to surround
1089,lambrūos,circular
1090,lambrūs,circle
1091,lambrūscor,to circle
1092,lambrūscrus,circulation
1093,lames,valve
1094,lamor,to roll
1095,lana,desire
1096,lanithaja,victory
1097,lanithajos,victorious
1098,lanithi,win
1099,lanithor,to win
1100,lanithōs,winner
1101,lanor,to desire
1102,lastos,desireable
1103,laxiscīvion,norepinephrine
1104,laxor,to have the right
1105,lecni,hope
1106,lecnios,hopeful
1107,lecnīs,hopefully
1108,lecnor,to hope
1109,lecor,to want
1110,lecror,to ask
1111,lecrus,question
1112,lecruscor,to question
1113,lecrustos,questionable
1114,lecthāmo,luxury
1115,lecthāmos,luxurious
1116,lecthi,wish
1117,lecthios,wishful
1118,lecthor,to wish
1119,leīvi,tablet
1120,leva,table
1121,levia,stage
1122,levor,to stay
1123,levus,state
1124,lia,jump / leap
1125,liavos,spring / fountain / well / source
1126,lindros,old
1127,linna,madam
1128,linnāmo,eternity
1129,linnāmos,eternal
1130,linni,age
1131,linnīora,worldly / sophisticated
1132,linnīos,world
1133,linnor,to age
1134,linor,to be old
1135,lior,to jump / leap
1136,liōs,jester
1137,līrīon,woman
1138,līrīonos,female
1139,lunca,murder
1140,luncos,murderous
1141,lūnor,to stand
1142,lunxor,to murder
1143,lunxōs,murderer
1144,manicnor,to lay against
1145,manicnos,objective
1146,manicnus,object
1147,mānor,to help
1148,mānus,help
1149,maratos,last
