286,cīnirus,imprisonment
287,cīnirus,induction
288,cīnon,inductive
289,cinor,to show
290,cīnor,to imprison
291,cīnor,to induce
292,cinos,beautiful
293,cīnōs,inductor
294,cior,to see
295,cīperor,to immerse
296,cīperus,immersion
297,cīrōr,to impose
298,cīrorus,imposition
299,cīrōs,impostor
300,cirus,vision / view
301,cīscōror,to write
302,cīscōrōs,writer
303,cīscōrrus,writing
304,cīūnirus,information
305,cīūnor,to inform
306,cius,sight
307,cīvixor,to accept
308,clīor,man
309,clīoros,male
310,cluīvi,twig
311,cluīvīon,branch
312,clura,data
313,cluriu,database
314,cluthi,crime
315,cluthios,criminal (adjective)
316,cluthor,to commit a crime
317,cluthōs,criminal (noun)
318,cōd,seven
319,cōd carax,seven-hundred
320,cōd caraxis,seven-hundred times
321,cōd caraxos,seven-hundredth
322,cōd metī,seven-thousand
323,cōd metīis,seven-thousand times
324,cōd metīos,seven-thousandth
325,cōdax,seventy
326,cōdax ābris,seventy-eight times
327,cōdax ābro,seventy-eight
328,cōdax ābros,seventy-eighth
329,cōdax beī,seventy-six
330,cōdax beīis,seventy-six times
331,cōdax beīos,seventy-sixth
332,cōdax cōd,seventy-seven
333,cōdax cōdis,seventy-seven times
334,cōdax cōdos,seventy-seventh
335,cōdax īratis,seventy-one times
336,cōdax īratos,seventy-first
337,cōdax īura,seventy-nine
338,cōdax īuris,seventy-nine times
339,cōdax īuros,seventy-ninth
340,cōdax mis,seventy-three times
341,cōdax mo,seventy-three
342,cōdax mos,seventy-third
343,cōdax nō,seventy-one
344,cōdax pōma,seventy-five
345,cōdax pōmis,seventy-five times
346,cōdax pōmos,seventy-fifth
347,cōdax rax,seventy-two
348,cōdax raxis,seventy-two times
349,cōdax raxos,seventy-second
350,cōdax sēni,seventy-four
351,cōdax sēnios,seventy-fourth
352,cōdax sēnīs,seventy-four times
353,cōdaxis,seventy times
354,cōdaxos,seventieth
355,cōdis,seven times
356,cōdos,seventh
357,cohithi,stench / stink
358,cohithon,stinky
359,cohithor,to stink
360,cohor,to smell
361,cōmax,seventeen
362,cōmaxis,seventeen times
363,cōmaxos,seventeenth
364,conni,smoke
365,connīon,smudge / dirt
366,connīonos,dirty
367,connīvi,vape
368,connor,to smoke
369,cranos,more
370,cratos,most
371,cuī,lack
372,cuī,so / such
373,cuīni,need
374,cuīni,needy
375,cuīnor,to need
376,cuīor,to lack
377,cuīos,poor
378,culvor,to break
379,culvus,piece
380,dandros,crazy
381,danīollos,coastal
382,danīos,coast
383,danithor,to close
384,danor,to bend
385,danos,bad
386,danus,back (noun)
387,dascor,to end
388,dastos,flexible
389,dathra,limit
390,dathrascor,to limit
391,dathrascos,limited
392,dathrīon,border
393,dathrīscor,to border
394,dathus,end
395,davos,carrier
396,des,car
397,dīos,here
398,doni,load
399,doniāmo,burden
400,doniāscor,to burden
401,donor,to load
402,dōnos,worse
403,dor,to carry / bear
404,dos,this
405,dostos,bearable
406,dothi,control
407,dothor,to control
408,dothōs,controller
409,dōtos,worst
410,dusia,now
411,ē,1st Person Singular (accusative)
412,ecri,dawn
413,ecrīllos,eastern
414,ecrīos,east
415,ecror,to dawn
416,efica,forgery
417,efithor,to forge
418,efor,to melt
419,eīx,3rd Person Feminine / Neutral Singular (nominative)
420,eīxās,3rd Person Feminine / Neutral Singular (dative)
421,eīxe,3rd Person Feminine / Neutral Singular (instrumental)
422,eīxe,3rd Person Feminine / Neutral Singular (ablative)
423,eīxē,3rd Person Feminine / Neutral Singular (offerative)
424,eīxi,3rd Person Feminine / Neutral Singular (accusative)
425,eīxī,3rd Person Feminine / Neutral Singular (locative)
426,eīxu,3rd Person Feminine / Neutral Singular (genitive)
427,elor,to blow
428,emior,to hold
429,emios,sure
430,emis,okay
431,emmernuor,to slow down
432,emmeron,slow
433,emmeror,to be slow
434,emmicon,future (adjective)
435,emmicor,to become
436,emminirus,observation
437,emminor,to observe
438,emminor,observant
439,emplior,to play
440,emplīos,casino
441,emprātor,to read
442,emprātōs,reader
443,emprātrus,reading
444,empria,luck
445,emprios,lucky
446,emprithor,to fold
447,empror,to happen
448,encādor,to hear
449,encāthon,obedient
450,encāthor,to obey
451,enciallos,robotic
452,encior,to serve
453,enciōs,robot
454,encitāmo,nightmare
455,encitia,balance
456,encitor,to weigh
457,encitos,heavy
458,encitus,weight
459,encuīor,to miss
460,endor,to bring
461,ēnellis,physically
462,ēnellos,physical
463,ēnes,body
464,ēnesīon,corporation
465,ēnesīonos,corporate
466,ēnon,existent
467,ēnor,to be / exist
468,enstavon,curious
469,enstavor,to learn
470,entunon,freezing
471,entunor,to freeze
472,entuon,cold (adjective)
473,entuor,to be cold
474,enves,ice
475,envesor,to engrave / record
476,envesos,icy
477,envixirus,behavior
478,envixor,to behave
479,envos,nice / cool
480,ēpa,pain
481,ēpabis,painfully
482,ēpabos,painful
483,ēpasīos,painless
484,ēpi,harm
485,ēpia,sin
486,ēpiascor,to sin
487,ēpiascōs,sinner
488,ēpibos,harmful
489,ēpini,blame
490,ēpinor,to blame
491,ēpisīos,harmless
492,ēpithor,to suffer
493,ēpithos,sorry
494,ēpithrus,suffering
495,ēpor,to hurt
496,era,water
497,erāma,electronic
498,erāmo,energy
499,erāmora,electricity
500,erāmoros,electric
501,eres,money
502,eresiu,bank
503,erīon,liquid
504,erīonia,chemistry
505,erīonios,chemical
506,erīvos,humid
507,eror,to flow
508,eros,wet
509,erues,cloud
510,eruesos,cloudy
511,erui,rain
512,eruor,to rain
513,etia,life
514,etiāmos,young
515,etiūni,lifeform
516,etivōnia,biology
517,etivōnios,biological
518,eton,alive
519,etor,to live
520,ēvās,1st Person Singular (dative)
521,ēve,1st Person Singular (instrumental)
522,ēve,1st Person Singular (ablative)
523,ēvē,1st Person Singular (offerative)
524,ēvi,1st Person Singular (nominative)
525,ēvī,1st Person Singular (locative)
526,ēvu,1st Person Singular (genitive)
527,exāmos,bright
528,exāmuor,to brighten
529,exia,day
530,exiara,date
531,exnor,to clean
532,exnos,clean
533,exon,shiny
534,exona,metal
535,exonos,metallic
536,exor,to shine
537,exōs,ray
538,extor,to blind
539,extos,blind
540,feja,mind
541,fejabos,mindful
542,feles,bomb
543,felescor,to bomb
544,felescrus,bombing
545,felirus,explosion
546,felon,explosive
547,felor,to blow out / explode
548,feor,to think
549,fēs,brain
550,ficulvor,to break out
551,fidinithon,exclusive
552,fidinithor,to exclude
553,fidinithrus,exclusion
554,fienciti,expense
555,fienciton,expensive
556,fiencitor,to spend / expend
557,fifei,commentary / comment
558,fifeor,to comment
559,fifoscor,to wear out
560,fihiunirus,evaluation
561,fihiunor,to evaluate
562,fihubon,expressive
563,fihubor,to express / print
564,fihubōs,printer
565,fihubrus,expression
566,filumiros,evolutionary
567,filumirus,evolution
568,filumor,to evolve
569,fimecnīscor,to imitate
570,fimecnīscrus,imitation
571,fīna,escape
572,finastor,to abandon
573,finastrus,abandonment
574,finauthor,to disappear
575,finicni,exchange
576,finicnor,to exchange
577,finicror,to move out
578,fīnor,to escape
579,fīnor,to throw out
580,fīnus,trash / junk
581,fiperor,to emerge
582,fiperrus,emergence
583,firāti,choice
584,firātor,to choose
585,fīthon,imaginative
586,fithōr,to find out
587,fīthor,to imagine
588,fīthrus,imagination
589,fītor,to experience
590,fiuccaor,to accomplish
591,fiuccarus,accomplishment
592,fiveli,trigger
593,fivelor,to trigger
594,fivumbror,to pull out
595,fixi,appearance
596,fixia,image
597,fixor,to look like
598,fixus,trait
599,flacor,to erect
600,flacos,erect
601,flacrus,erection
602,flūnca,rebel (noun)
603,flūncos,rebel (adjective)
604,flūnor,to stand out
605,flūra,boss
606,flūscor,to rebel
607,flūscrus,rebellion
608,flūvi,head
609,flūvios,main
610,flūvīos,capital
611,flūviscor,to achieve
612,flūviscrus,achievement
613,fobisces,airplane
614,fobiscor,to fly
615,fobithor,to spread out
616,fobithus,wing
617,foma,clothing / clothes
618,fomi,web
619,fomor,to weave
620,fomus,screen
621,fonirus,education
622,fonon,educational
623,fonor,to educate
624,fonōs,educator
625,fornirus,exclamation
626,fornor,to exclaim
627,foscīvi,bird
628,foscor,to wear
629,fōthor,to emit
630,fōthrus,emission
631,frinor,to excuse
632,frōr,to expose
633,frorus,exposition
634,frūs,exposure
635,hārāmos,alone
636,hārāncos,lonely
637,hāris,only / just
638,hārithor,to save
639,hārithos,safe
640,hārithōs,savior
641,hārnon,holy
642,hārnor,to heal
643,hārnos,sane
644,hāror,to be whole
645,hārros,whole
646,hebithor,to crush
647,hebithos,pill
648,hebor,to press
649,hia,tree
650,hiara,wood
651,hiarca,penis / cock
652,hinīon,weed
653,hinor,to raise
654,hinvi,child
655,hinvia,childhood
656,hinvios,childish
657,hion,grass
658,hior,to grow
659,hiora,bush
660,hios,big
661,hīs,much
662,hiunithia,religion
663,hiunithiabis,religiously
664,hiunithiabos,religious
665,hiunithor,to worship
666,hiunor,to value
667,hiuror,to earn / deserve
668,hiurubos,profitable
669,hiurus,profit
670,hius,adult (noun)
671,hiuthon,brave
672,hiuthor,to be brave
673,hiva,cost
674,hivascor,to cost
675,hivi,worth
676,hivios,worthy
677,hivor,to be worth
678,hivos,adult (adjective)
679,i,of
680,īa,wealth
681,īabos,wealthy
682,ic,that
683,icī,beyond
684,icīos,there
685,icus,until
686,icusia,then
687,idres,gun
688,idrithes,machine gun
689,idrithor,to shoot with a machine gun
690,idror,to shoot
691,ifi,out / out of
692,ilitha,dummy
693,ilithon,silent
694,ilithor,to be silent
695,illos,soft
696,īllumbruor,to defend
697,īllumbrūs,defense
698,ilnor,to soften
699,ilor,to be soft
700,īn,against
701,inā,3rd Person Plural (nominative)
702,ināe,3rd Person Plural (instrumental)
703,ināe,3rd Person Plural (ablative)
704,ināē,3rd Person Plural (offerative)
705,ināex,3rd Person Paucal (instrumental)
706,ināex,3rd Person Paucal (ablative)
707,ināēx,3rd Person Paucal (offerative)
708,ināi,3rd Person Plural (accusative)
709,ināix,3rd Person Paucal (accusative)
710,inās,3rd Person Plural (dative)
711,ināx,3rd Person Paucal (nominative)
712,ināx,3rd Person Paucal (dative)
713,incios,kind / gentle
714,incira,species
715,incirascor,to specify
716,incirascrus,specification
717,inciris,specially
718,inciros,special
719,incis,kind / type
720,incīvi,baby
721,incor,to be born
722,incos,born
723,incus,birth
724,ines,box
725,inesiu,chest
726,īnhebon,oppressive
727,īnhebor,to oppress
728,īnhebos,oppressed
729,īnhebrus,oppression
730,inī,3rd Person Plural (locative)
731,īnithon,addictive
732,īnithor,to get addicted (to)
733,īnithos,addicted
734,īnithrus,addiction
735,inīx,3rd Person Paucal (locative)
736,innor,to give birth
737,innuos,natural
738,innus,nature
739,inō,3rd Person Plural (genitive)
740,inor,to throw
741,inor,to catch
742,īnosirus,comparison
743,īnosor,to compare
744,inōx,3rd Person Paucal (genitive)
745,īr,for / before
746,īra,why / wherefore
747,īrāros,whyever / whysoever
748,īrat,from
749,īrata,front
750,īratāmos,primitive
751,īratascor,to confront
752,īratascrus,confrontation
753,īratincios,prototypical
754,īratincis,prototype
755,īratis,once
756,īrator,to be first
757,īratos,frontal
758,īratos,first
759,īrdos,herefore
760,īrēnon,present
761,īrēnor,to be present
762,īrernirus,proclamation
763,īrernor,to proclaim
764,īri,in front of
765,īric,therefore
766,īrincos,twin
767,īrini,trial
768,īrinirus,production
769,īrinon,productive
770,īrinor,to try
771,īrinor,to produce
772,īrinōs,producer
773,īrinus,product
774,īrior,to forbid
775,īrios,forbidden
776,īrīos,at the same place
777,īrīrnos,somewhy / for some reason
778,īrnios,someone / somebody
779,īrnīos,somewhere
780,īrnirus,simulation
781,īrnor,to simulate
782,īrnos,some
783,īrnōs,simulator
784,īrnōs miosiu,sex simulator
785,īrnuīos,somehow
786,īrnusia,sometime / somewhen
787,īror,to be equal
788,īros,same
789,īrōthon,promising
790,īrōthor,to promise
791,īrōthrus,promise
792,īrprios,elsewise / in contrary
793,īrrēis,on purpose / deliberately
794,īrrēos,deliberate
795,īrroi,purpose
796,īrrōr,to propose
797,īrrorus,proposition
798,īrros,equal
799,īrrumirus,preparation
800,īrrumor,to prepare
801,īrrumos,ready
802,īrrūs,proposal
803,īrsī,not at all / little / nohow / not in the least / nowise
804,īrthosīos,shop
805,īrthosor,to sell
806,īrusia,at the same time
807,īrvīos,in the same way
808,īthor,to have to / must
809,īura,nine
810,īura carax,nine-hundred
811,īura caraxis,nine-hundred times
812,īura caraxos,nine-hundredth
813,īura metī,nine-thousand
814,īura metīis,nine-thousand times
815,īura metīos,nine-thousandth
816,īuramax,nineteen
817,īuramaxis,nineteen times
818,īuramaxos,nineteenth
819,īurax,ninety
820,īurax ābris,ninety-eight times
821,īurax ābro,ninety-eight
822,īurax ābros,ninety-eighth
823,īurax beī,ninety-six
824,īurax beīis,ninety-six times
825,īurax beīos,ninety-sixth
826,īurax cōd,ninety-seven
827,īurax cōdis,ninety-seven times
828,īurax cōdos,ninety-seventh
829,īurax īratis,ninety-one times
830,īurax īratos,ninety-first
831,īurax īura,ninety-nine
832,īurax īuris,ninety-nine times
833,īurax īuros,ninety-ninth
834,īurax mis,ninety-three times
835,īurax mo,ninety-three
836,īurax mos,ninety-third
837,īurax nō,ninety-one
838,īurax pōma,ninety-five
839,īurax pōmis,ninety-five times
840,īurax pōmos,ninety-fifth
841,īurax rax,ninety-two
842,īurax raxis,ninety-two times
843,īurax raxos,ninety-second
844,īurax sēni,ninety-four
845,īurax sēnios,ninety-fourth
846,īurax sēnīs,ninety-four times
847,īuraxis,ninety times
848,īuraxos,ninetieth
849,īuris,nine times
850,īuros,ninth
851,īx,3rd Person Masculine / Neutral Singular (nominative)
852,īxās,3rd Person Masculine / Neutral Singular (dative)
853,īxe,3rd Person Masculine / Neutral Singular (instrumental)
854,īxe,3rd Person Masculine / Neutral Singular (ablative)
855,īxē,3rd Person Masculine / Neutral Singular (offerative)
856,īxi,3rd Person Masculine / Neutral Singular (accusative)
857,īxī,3rd Person Masculine / Neutral Singular (locative)
858,īxu,3rd Person Masculine / Neutral Singular (genitive)
859,jala,lie
860,jalāmo,evil (noun)
861,jalāmos,evil (adjective)
862,jalithor,to deceive
863,jalithos,deceitful
864,jalithos,dupe
865,jalithus,deceit
866,jalor,to lie (tell a lie)
867,jalōs,liar
868,janor,to seek
869,jor,to have
870,josallos,social
871,josca,counterfeit
872,josni,match
873,josnor,to match
874,josor,to pair
875,josōs,partner
876,jostos,able
877,jostra,similar
878,jostraca,facsimile
879,ju,with
880,juccais,completely
881,juccaor,to complete
882,juccaos,complete
883,juccī,within
884,jucculvi,collapse
885,jucculvor,to collapse
886,judinithon,conclusive
887,judinithor,to conclude
888,judinithrus,conclusion
889,juffeor,to consider
890,jufferus,consideration
891,juhhebon,compressive
892,juhhebor,to compress
893,juhhebrus,compression
894,jullides,instrument
895,jullidesos,instrumental
896,jullidor,to build
897,jullidus,building
898,jullinithor,to conquer
899,julllicor,to correct
900,julllicos,correct
901,julllicrus,correction
902,jullūni,system
903,jullūnios,systematic
904,jullūnor,to stand with
905,junnauthor,to consume
906,junnauthōs,consumer
907,junnauthrus,consumption
908,junnūni,contact
909,junnūnor,to contact
910,juppathor,to connect
911,juppathrus,connection
912,jūsīon,apartment
913,jūson,common
914,jūsoscor,to communicate
915,jūsoscrus,communication
916,jusseli,company
917,jusselor,to accompany
918,jutharvor,to comprehend
919,juthefon,confusing
920,juthefor,to confuse
921,juthefos,confused
922,juthefrus,confusion
923,juthemprithor,to complicate
924,juthemprithos,complicated
925,juthēnon,consistent
926,juthēnor,to consist
927,jutheron,competitive
928,jutherona,competitivity
929,jutheror,to compete
930,jutheror,to harmonize
931,jutherōs,competitor
932,jutherrus,competition
933,juthinirus,conduction
934,juthinon,conductive
935,juthinor,to conduct
936,juthinōs,conductor
937,juthor,to contain
938,juthōs,container
939,juthosor,to buy
940,juthōthor,to commit
941,juthōthrus,commitment
942,juthramnor,to work together
943,juthramnōs,fellow
944,juthrāton,collective
945,juthrātor,to collect
946,juthrātōs,collector
947,juthrātrus,collection
948,juthrōn,component
949,juthrōr,to compose
950,juthubascar,to concentrate
951,juthubascrus,concentration
952,juthūnirus,conformation
953,juthūnor,to conform
954,juthus,content
955,juvelis,tribe
956,juvelos,tribal
957,juvēruor,to confirm
958,juvēruōs,confirmation
959,juvescor,to participate / take part
960,juvescrus,participation
961,juvesīvi,particle
962,juvesīvios,particular
963,juvesīvīs,particularly
964,juvesor,to share
965,juvesus,part
966,juvevīon,correspondent
967,juvevīor,to correspond
968,juvī,yes
969,juvīcnon,confident
970,juvīcnor,to confide / entrust
971,juvīuscor,to agree
972,juvīuscrus,agreement
973,juvumbror,to contract
974,juvumbrus,contraction
975,lacor,to straighten
976,lacos,right (adjective)
977,lacthi,norm / rule
978,lacthios,normal
979,lacthīs,normally
980,lacthōīos,district
981,lacthor,to rule
982,lacthōs,ruler
983,lacus,right (noun)
984,lada,wall
985,ladāmos,skyscraper
986,lador,to pile up
987,ladri,lust
988,ladribos,lustful
989,ladror,to lust after
990,ladus,column / pillar
991,lambria,environment
992,lambrios,environmental
993,lambros,round
994,lambrues,fence
995,lambruor,to surround
996,lambrūos,circular
997,lambrūs,circle
998,lambrūscor,to circle
999,lames,valve
1000,lamor,to roll
1001,lana,desire
1002,lanithaja,victory
1003,lanithajos,victorious
1004,lanithi,win
1005,lanithor,to win
1006,lanithōs,winner
1007,lanor,to desire
1008,lastos,desireable
1009,laxor,to have the right
1010,lecni,hope
1011,lecnios,hopeful
1012,lecnīs,hopefully
1013,lecnor,to hope
1014,lecor,to want
1015,lecror,to ask
1016,lecrus,question
1017,lecruscor,to question
1018,lecrustos,questionable
1019,lecthāmo,luxury
1020,lecthāmos,luxurious
1021,lecthi,wish
1022,lecthios,wishful
1023,lecthor,to wish
1024,leīvi,tablet
1025,leva,table
1026,levor,to stay
1027,lia,jump / leap
1028,lindros,old
1029,linnāmo,eternity
1030,linnāmos,eternal
1031,linni,age
1032,linnīora,worldly / sophisticated
1033,linnīos,world
1034,linnor,to age
1035,linor,to be old
1036,lior,to jump / leap
1037,līrīon,woman
1038,līrīonos,female
1039,lunca,murder
1040,luncos,murderous
1041,lūnor,to stand
1042,lunxor,to murder
1043,lunxōs,murderer
1044,manicnor,to lay against
1045,manicnos,objective
1046,manicnus,object
1047,mānor,to help
1048,mānus,help
1049,marnon,contagious
1050,marnor,to infect
1051,maror,to be sick / ill
1052,marōr,to oppose
1053,marōr,to oppose
1054,marorus,opposition
1055,marōs,opposite
1056,marros,sick / ill
1057,mavi,dance
1058,mavīos,club
1059,mavor,to dance
1060,max,ten
1061,maxis,ten times
1062,maxos,tenth
1063,mecni,verse / side
1064,mecnīon,version / copy
1065,mecnīscor,to copy
1066,mecnor,to flip
1067,mecor,to turn
1068,mecthi,storm
1069,mecthīon,weather
1070,mecthīora,temperature
1071,mecthor,to twist
1072,mecthus,wire
1073,mefi,snow
1074,mefor,to snow
1075,melia,spirit / soul
1076,melica,ghost
1077,melios,spiritual
1078,melor,to breathe
1079,melōs,animal
1080,mēnaja,presidency
1081,mēnithi,city
1082,mēnithia,politics
1083,mēnithīon,politician
1084,mēnithios,political
1085,mēnithor,to settle
1086,mēnor,to sit
1087,mēnōs,president
1088,mēpi,damage
1089,mēpon,damaging
1090,mēpor,to damage
1091,meres,boat / ship
1092,meresca,vagina
1093,merīos,island
1094,meror,to swim
1095,methi,torture
1096,methor,to torture
1097,methōs,torturer
1098,metī,one-thousand
1099,metīāmis,one million times
1100,metīāmo,one million
1101,metīāmos,one millionth
1102,metīis,one-thousand times
1103,metīos,one-thousandth
1104,metīvi,sand
1105,metor,to grind
1106,mevi,sleep
1107,mevīos,area / arena
1108,mevor,to sleep
1109,mexor,to seem
1110,mhinor,to rise
1111,mini,wait
1112,minithor,to pay attention
1113,minithor,attentive
1114,minithrus,attention
1115,minor,to wait
1116,minor,patient
1117,miosi,sex
1118,miosor,to have sex
1119,mis,three times
1120,mithor,to push
1121,mnathor,to climb
1122,mnathōs,climber
1123,mneror,to function
1124,mnici,rest (sleep)
1125,mnicon,bothersome
1126,mnicor,to rest
1127,mnicor,to stir / bother
1128,mnicos,angry
1129,mnitia,secret (noun)
1130,mnitios,secret (adjective)
1131,mnitira,orgy
1132,mnitor,to hide
1133,mnitos,dark
1134,mnituor,to darken
1135,mnuis,originally
1136,mnuor,to come
1137,mnuos,original
1138,mnūs,origin
1139,mnūscor,to originate
1140,mo,three
1141,mo carax,three-hundred
1142,mo caraxis,three-hundred times
1143,mo caraxos,three-hundredth
1144,mo metī,three-thousand
1145,mo metīis,three-thousand times
1146,mo metīos,three-thousandth
1147,momax,thirteen
1148,momaxis,thirteen times
1149,momaxos,thirteenth
1150,mopērus,3D
1151,mor,to give
1152,mos,third
1153,mox,thirty
1154,mox ābris,thirty-eight times
